,Conservation Status,Phylum,Class,Order,Family,Scientific Name,Diet,Common Name,Color,Skin Type,Lifespan,Type,Predators,Birth rate,Conception Period,Habitat Loss,Climate Change,Human Influance,Pollution,Hunting,Predation,Disease,Invasive Species,Food Competition,Number Of Threats,Africa,America,Asia,Europe,Oceania,Ocean,Antarctica,Number Of Locations,IsExtinct
452,Least Concern,0,0,2,19,Vicugna pacos,2,Alpaca,259,1,15,0,1,1,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0
453,Least Concern,0,0,2,18,Capra aegagrus hircus,2,Alpine goat,10,0,15,0,4,1,22,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,2,0
454,Not Listed,0,0,2,18,Capra aegagrus hircus,2,Pygmy goat,260,1,12,0,3,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
455,Least Concern,0,0,2,18,Capra aegagrus hircus,2,Angora goats,261,0,10,10,1,1,21,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,0
456,Least Concern,0,0,2,18,None,2,None,262,1,10,0,1,1,21,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0
457,Extinct,0,0,2,18,Aurochs,0,Aurochs,31,0,7,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1
458,Vulnerable,0,0,2,20,Deer-pig,0,"Babirusa, deer-pig",247,0,10,0,1,1,2,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0
459,Endangered,0,0,2,19,Camelus Bactrianus,2,Camelus Bactrianus,263,1,35,0,3,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
460,Vulnerable,0,0,2,21,Mysticeti,1,baleen whale,264,3,7,0,2,1,43,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
461,Not Listed,0,0,2,18,Bos taurus × Bison bison,2,Beefalo,265,0,0,12,1,1,40,1,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0
462,Least Concern,0,0,2,18,Ovis canadensis,2,Bighorn Sheep,266,0,10,10,4,1,25,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
463,Near Threatened,0,0,2,18,Bison Bison,2,Bison Bison,263,0,15,0,3,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
464,Near Threatened,0,0,2,18,Tragelaphus eurycerus,2,Bongo,267,1,10,0,3,1,39,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0
465,Least Concern,0,0,2,18,Syncerus caffer,2,Syncerus caffer,61,0,15,0,3,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
466,Least Concern,0,0,2,19,Camelus dromedarius,2,Camel,52,0,40,0,3,1,56,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,4,0
467,Vulnerable,0,0,2,22,Rangifer tarandus,2,Caribou or reindeer,268,1,15,0,2,1,33,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0
468,Least Concern,0,0,2,18,Capra aegagrus hircus,2,Capra aegagrus hircus,10,0,10,13,1,1,21,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,5,0
469,Least Concern,0,0,2,18,Rupicapra rupicapra,2,Rupicapra rupicapra,53,1,18,0,3,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
470,Near Threatened,0,0,2,18,Bos Taurus,2,Bos Taurus,31,4,12,0,3,1,21,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,0
471,Near Threatened,0,0,2,22,Odocoileus virginiana,2,Odocoileus virginiana,269,1,10,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0
472,Least Concern,0,0,2,18,"Madoqua, small antelope",2,Dik-dik,39,0,10,0,5,1,26,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0
473,Least Concern,0,0,2,22,Cervus canadensis,0,"Elk, wapiti",78,0,10,14,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0
474,Least Concern,0,0,2,22,Dama dama,2,Dama dama,22,0,20,0,4,1,33,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,6,0
475,Near Threatened,0,0,2,23,Pseudorca crassidens,1,False killer whale,15,3,7,0,1,1,69,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0
476,Endangered,0,0,2,24,Giraffa camelopardalis,2,Giraffe,46,0,20,0,1,1,65,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0
477,Least Concern,0,0,2,18,None,2,None,22,1,10,0,3,2,21,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0
478,Least Concern,0,0,2,18,Bos Taurus,2,Bos Taurus,270,0,15,0,3,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,4,0
479,Vulnerable,0,0,2,25,Hippopotamus amphibius,2,Hippopotamus,271,4,40,0,1,1,34,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0
480,Vulnerable,0,0,2,18,"Wild goat, steinbock, bouquetin",2,Ibex,247,0,20,0,4,1,24,1,0,0,0,1,0,0,0,1,3,1,1,1,1,0,0,0,4,0
481,Least Concern,0,0,2,18,Aepyceros Melampus,2,Aepyceros Melampus,44,1,15,0,3,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
482,Endangered,0,0,2,22,Odocoileus virginianus,2,key deer,272,1,9,0,2,1,30,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
483,North-America,0,0,2,18,Capra aegagrus Hircus,2,Kiko goat,51,1,12,0,6,1,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0
484,Not Evaluated,0,0,2,18,Capra aegagrus hircus,2,Kinder goat,10,0,15,0,1,1,20,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
485,Least Concern,0,0,2,18,Tragelaphus Strepsiceros,2,Tragelaphus Strepsiceros,158,0,8,0,3,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
486,Not Listed,0,0,2,18,Capra aegagrus hircus,2,LaMancha Goat,10,0,7,0,4,1,21,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
487,Least Concern,0,0,2,19,Lama Glama,2,Lama Glama,22,1,15,0,3,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
488,Endangered,0,0,2,18,Capra falconeri,2,Capra falconeri,53,0,10,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
489,Least Concern,0,0,2,22,Alces alces,2,Alces alces,100,0,10,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
490,Least Concern,0,0,2,22,Barking deer and rib-faced deer,0,Muntjac,31,0,10,0,8,1,34,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,2,0
491,Least Concern,0,0,2,26,Ovibos moschatus,2,Muskox,273,1,20,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
492,Not Listed,0,0,2,27,Capra aegagrus hircus,2,Nigerian dwarf goat,274,0,15,15,1,1,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,0
493,Not Evaluated,0,0,2,18,Capra aegagrus hircus,2,Capra aegagrus hircus,275,0,15,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
494,Near Threatened,0,0,2,24,Okapia johnstoni,2,Okapi,70,1,20,0,3,1,64,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0
495,Extinct in the Wild,0,0,2,22,Elaphurus davidianus,2,Pere David's Deer,31,0,18,0,2,1,39,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1,1
496,Least Concern,0,0,2,20,Sus scrofa scrofa,0,Sus scrofa scrofa,276,0,15,0,1,7,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0
497,Least Concern,0,0,2,28,Puffin Pig,1,Porpoise,31,0,0,0,3,1,47,0,0,1,1,1,0,0,0,0,3,0,1,0,1,0,1,0,3,0
498,Least Concern,0,0,2,29,Antilocapra americana,2,Pronghorns,24,0,10,0,1,1,34,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
499,Endangered,0,0,2,25,Choeropsis liberiensis,2,Pygmy Hippopotamus,277,4,30,0,3,1,30,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0
500,Not Evaluated,0,0,2,18,Capra aegagrus hircus,2,Pygora goat,10,1,15,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
501,Least Concern,0,0,2,22,Rangifer Tarandus,2,Rangifer Tarandus,7,1,15,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0
502,Least Concern,0,0,2,22,Capreolus capreolus,2,Roe Deer,31,0,10,0,3,1,43,1,0,0,0,1,0,0,0,1,3,0,0,1,1,0,0,0,2,0
503,Least Concern,0,0,2,18,Capra aegagrus hircus,0,saanen goat,278,0,7,9,4,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
504,Critically Endangered,0,0,2,18,Saiga tatarica,2,Saiga,0,0,0,16,4,1,21,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
505,Critically Endangered,0,0,2,18,Pseudoryx nghetinhensis,2,Saola,17,1,8,0,3,1,34,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1,0
506,Least Concern,0,0,2,18,Ovis aries,2,Ovis aries,279,1,10,0,1,1,21,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,0
507,Near Threatened,0,0,2,27,Capra aegagrus hircus,2,Capra aegagrus hircus,280,2,6,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
508,Least Concern,0,0,2,18,Antidorcas marsupialis,2,Springbok,31,0,9,0,8,1,17,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
509,Vulnerable,0,0,2,18,Budorcas taxicolor,2,Takin,281,0,20,17,4,1,34,1,0,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1,0
510,Critically Endangered,0,0,2,28,Phocoena sinus,0,Vaquita,282,3,1,18,1,1,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
511,Least Concern,0,0,2,20,Phacochoerus africanus,0,Phacochoerus africanus,100,0,12,0,3,4,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
512,Endangered,0,0,2,18,Bubalus bubalis,2,Bubalus bubalis,100,4,15,0,1,1,21,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,6,0
513,Least Concern,0,0,2,22,Odocoileus virginianus,2,White-tail deer,78,0,6,0,6,1,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
514,Least Concern,0,0,2,20,Sus scrofa,0,Wild Boar,137,1,15,0,3,5,13,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,2,0
515,Endangered,0,0,2,18,Connochaetes Taurinus,2,Connochaetes Taurinus,8,0,15,0,3,1,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
516,Least Concern,0,0,2,18,Bison bison athabascae,2,"Mountain bison, buffalo",78,0,8,0,1,1,39,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
517,Near Threatened,0,0,2,18,Bos grunniens,2,Bos grunniens,31,0,15,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
518,Least Concern,0,0,2,18,Bos taurus indicus,2,Bos taurus indicus,31,4,12,0,3,1,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
519,Extinct,0,0,2,22,Arctodus simus,2,North American short-faced bear,31,2,15,0,1,1,21,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
520,Extinct,0,0,2,22,Equus conversidens,2,Mexican horse,31,2,15,0,1,1,21,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
521,Extinct,0,0,2,22,Platygonus compressus,2,Flat-headed peccary,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1
522,Extinct,0,0,2,22,Anas schneideri,2,Schneider's duck,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
523,Extinct,0,0,2,22,Euphagus magnirostris,2,Large-billed blackbird,31,2,15,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
524,Extinct,0,0,2,22,Arctotherium tarijense,2,Argentinian short-faced bear,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
525,Extinct,0,0,2,22,Cervalces scotti,2,Stag-moose,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
526,Extinct,0,0,2,22,Bootherium bombifrons,2,Woodland muskox,31,2,15,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
527,Extinct,0,0,2,22,Nothrotheriops shastensis,2,Shasta ground sloth,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
528,Extinct,0,0,2,22,Equus capensis,2,Giant Cape zebra,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1
529,Extinct,0,0,2,22,Ochotona whartoni,2,Giant pika,31,2,15,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
530,Extinct,0,0,2,22,Castoroides ohiensis,2,Giant beaver,31,2,15,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
531,Extinct,0,0,2,22,Tapirus veroensis,2,Vero tapir,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
532,Extinct,0,0,2,22,Oreamnos harringtoni,2,Harrington's mountain goat,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
533,Extinct,0,0,2,22,Hippidion saldiasi,2,Little South American horse,31,2,15,0,1,1,21,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
534,Extinct,0,0,2,22,Coelodonta antiquitatis,2,Woolly rhinoceros,31,2,15,0,1,1,21,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
535,Extinct,0,0,2,22,Morenelaphus brachyceros,2,South American palmate-antlered deer,31,2,15,0,1,1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
536,Extinct,0,0,2,18,Pterodroma imberi,2,Imber's petrel,31,2,15,0,1,1,21,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1
537,Extinct,0,0,2,18,Phalacrocorax africanus nanus,2,Mascarene reed cormorant,31,2,15,0,1,1,21,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1
538,Extinct,0,0,2,18,Psittacara labati,2,Guadeloupe parakeet,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
539,Extinct,0,0,2,18,Pterodroma sp.,2,Rodrigues petrel,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
540,Extinct,0,0,2,18,Erythromachus leguati,2,Rodrigues rail,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
541,Extinct,0,0,2,18,Mascarenotus murivorus,2,Rodrigues owl,31,2,15,0,1,1,21,1,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1
542,Extinct,0,0,2,18,Necropsar rodericanus,2,Rodrigues starling,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
543,Extinct,0,0,2,18,Nesoenas rodericanus,2,Rodrigues pigeon,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1
544,Extinct,0,0,2,18,Nycticorax megacephalus,2,Rodrigues night heron,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
545,Extinct,0,0,2,18,Columba thiriouxi,2,Mauritius wood pigeon,31,2,15,0,1,1,21,1,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1
546,Extinct,0,0,2,18,Nesoenas cicur,2,Mauritius turtle dove,31,2,15,0,1,1,21,1,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1
547,Extinct,0,0,2,18,Porphyrio caerulescens,2,Réunion swamphen,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
548,Extinct,0,0,2,18,Cylindraspis inepta,2,Saddle-backed Mauritius giant tortoise,31,2,15,0,1,1,21,1,0,0,0,1,1,0,1,1,4,0,0,0,0,0,0,0,1,1
549,Extinct,0,0,2,18,Cylindraspis triserrata,2,Domed Mauritius giant tortoise,31,2,15,0,1,1,21,1,0,0,0,1,1,0,1,1,4,0,0,0,0,0,0,0,1,1
550,Extinct,0,0,2,18,Corynanthe brachythyrsus,2,Corynanthe brachythyrsus,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
551,Extinct,0,0,2,18,Eschrichtius robustus,2,Atlantic gray whale,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
552,Extinct,0,0,2,18,Necropsittacus rodricanus,2,Rodrigues parrot,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
553,Extinct,0,0,2,18,Pezophaps solitaria,2,Rodrigues solitaire,31,2,15,0,1,1,21,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1
554,Extinct,0,0,2,18,Hydrodamalis gigas,2,Steller's sea cow,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1
555,Extinct,0,0,2,18,Threskiornis solitarius,2,Réunion ibis,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
556,Extinct,0,0,2,18,Lophopsittacus bensoni,2,Mauritius grey parrot,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
557,Extinct,0,0,2,18,Cyanoramphus ulietanus,2,Raiatea parakeet,31,2,15,0,1,1,21,1,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1
558,Extinct,0,0,2,18,Alopecoenas ferrugineus,2,Tanna ground dove,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
559,Extinct,0,0,2,18,?Aplonis ulietensis,2,Raiatea starling,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
560,Extinct,0,0,2,18,Hypotaenidia hypoleucus,2,Tongatapu rail,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
561,Extinct,0,0,2,18,Prosobonia ellisi,2,Moorea sandpiper,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
562,Extinct,0,0,2,18,Prosobonia leucoptera,2,Tahiti sandpiper,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
563,Extinct,0,0,2,18,Amazona martinicana,2,Martinique amazon,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
564,Extinct,0,0,2,18,Amazona violacea,2,Guadeloupe amazon,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
565,Extinct,0,0,2,18,Zapornia nigra,2,Tahiti crake,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
566,Extinct,0,0,2,18,Porphyrio albus,2,White swamphen,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
567,Extinct,0,0,2,18,Mareca marecula,2,Amsterdam wigeon,31,2,15,0,1,1,21,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1
568,Extinct,0,0,2,18,Eclectus infectus,2,Oceanic eclectus parrot,31,2,15,0,1,1,21,1,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,1,1
569,Extinct,0,0,2,18,Hippotragus leucophaeus,2,Bluebuck,31,2,15,0,1,1,21,1,0,1,0,1,0,0,0,1,4,1,0,0,0,0,0,0,1,1
570,Extinct,0,0,2,18,Macrotis leucura,2,Lesser bilby,31,2,15,0,1,1,21,1,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1
571,Extinct,0,0,2,18,Juscelinomys candango,2,Candango mouse,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
572,Extinct,0,0,2,18,Kinosternon hirtipes megacephalum,2,Viesca mud turtle,31,2,15,0,1,1,21,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
573,Extinct,0,0,2,18,Leucopeza semperi,2,Semper's warbler,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
574,Extinct,0,0,2,18,Notropis aulidion,2,Durango shiner,31,2,15,0,1,1,21,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1
575,Extinct,0,0,2,18,Paroreomyza flammea,2,Kākāwahie,31,2,15,0,1,1,21,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1
576,Extinct,0,0,2,18,Cryptonanus ignitus,2,Red-bellied gracile opossum,31,2,15,0,1,1,21,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1
577,Extinct,0,0,2,18,Achyranthes atollensis,2,Hawaii chaff flower,31,2,15,0,1,1,21,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1
578,Extinct,0,0,2,18,Barbodes disa,2,Barbodes disa,31,2,15,0,1,1,21,1,0,1,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1
579,Extinct,0,0,2,18,Coenocorypha iredalei,2,South Island snipe,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
580,Extinct,0,0,2,18,Coregonus kiyi orientalis,2,Lake Ontario kiyi,31,2,15,0,1,1,21,1,0,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,1,1
581,Extinct,0,0,2,18,Coturnicops noveboracensis goldmani,2,Goldman's yellow rail,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
582,Extinct,0,0,2,18,Notropis simus simus,2,Rio Grande bluntnose shiner,31,2,15,0,1,1,21,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1
583,Extinct,0,0,2,18,Tadorna cristata,2,Crested shelduck,31,2,15,0,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
584,Extinct,0,0,2,18,Epioblasma turgidula,2,Turgid blossom,31,2,15,0,1,1,21,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
585,Extinct,0,0,2,18,Gila bicolor isolata,2,Independence Valley tui chub,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
586,Extinct,0,0,2,18,Epioblasma lenior,2,Narrow catspaw,31,2,15,0,1,1,21,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
587,Extinct,0,0,2,18,Labidura herculeana,2,Saint Helena earwig,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
588,Extinct,0,0,2,18,Mystacina robusta,2,New Zealand greater short-tailed bat,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1
589,Extinct,0,0,2,18,Gambusia amistadensis,2,Amistad gambusia,31,2,15,0,1,1,21,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1
590,Extinct,0,0,2,18,Xenicus longipes,2,Bushwren,31,2,15,0,1,1,21,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1
591,Extinct,0,0,2,18,Akialoa stejnegeri,2,Kauaʻi ʻakialoa,31,2,15,0,1,1,21,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,1
592,Extinct,0,0,2,18,Coregonus nigripinnis,2,Blackfin cisco,31,2,15,0,1,1,21,1,0,1,0,1,1,0,1,0,4,0,0,0,0,0,0,0,1,1
593,Extinct,0,0,2,18,Epioblasma torulosa torulosa,2,Tubercled blossom,31,2,15,0,1,1,21,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
594,Extinct,0,0,2,18,Bos sauveli,2,Kouprey,31,2,15,0,1,1,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
595,Near Threatened,0,0,3,30,Loxodonta africana africana,2,African Bush Elephant,247,4,60,0,3,1,86,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0
596,Endangered,0,0,3,30,Loxodonta cyclotis,2,African Forest Elephant,247,4,60,0,3,1,94,1,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0
597,Endangered,0,0,3,30,Elephas maximus,2,Elephas maximus,61,4,55,0,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
598,Critically Endangered,0,0,3,30,Elephas maximus borneensis,2,Elephas maximus borneensis,61,4,55,0,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0
599,Near Threatened,0,0,3,30,None,2,None,282,4,55,0,2,1,86,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
600,Endangered,0,0,3,30,Elephas maximus indicus,2,Elephas maximus indicus,61,4,55,0,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
601,Endangered,0,0,3,30,Elephas Maximus Maximus,2,Elephas Maximus Maximus,61,4,55,0,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
602,Critically Endangered,0,0,3,30,Elephas Maximus Sumatranus,2,Elephas Maximus Sumatranus,61,4,55,0,2,1,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
603,Extinct,0,0,3,30,Mammuthus Primigenius,2,Mammuthus Primigenius,8,0,60,0,1,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
604,Extinct,0,0,3,31,Hemiauchenia macrocephala,2,Long-legged llama,61,2,55,0,2,1,86,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
605,Extinct,0,0,3,31,Glossotherium sp.,2,Glossothere,61,2,55,0,2,1,86,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
